超品战兵,梁不凡,http://book.zongheng.com/book/512263.html,连载中,128276839,都市,252863,128276839,3773142
御天神帝,乱世狂刀,http://book.zongheng.com/book/457529.html,连载中,129649365,玄幻,320620,129649365,12210
圣武星辰,乱世狂刀,http://book.zongheng.com/book/682920.html,连载中,131939830,玄幻,84384,131939830,3951307
医品宗师,步行天下,http://book.zongheng.com/book/635570.html,连载中,190810463,都市,88151,190810463,195286
最强逆袭,关中老人,http://book.zongheng.com/book/632434.html,连载中,203769588,都市,62998,203769588,2981704
大刁民,仲星羽,http://book.zongheng.com/book/43467.html,连载中,204882006,都市,72851,204882006,41351
大逆之门,知白,http://book.zongheng.com/book/555035.html,连载中,226720110,玄幻,116390,226720110,3143936
万域之王,逆苍天,http://book.zongheng.com/book/568097.html,连载中,253624772,异世,216143,253624772,3600515
妙医鸿途,烟斗老哥,http://book.zongheng.com/book/603738.html,连载中,266675844,都市,71876,266675844,3799758
龙符,梦入神机,http://book.zongheng.com/book/523438.html,连载中,276366516,玄幻,495804,276366516,19356
无敌剑域,青鸾峰上,http://book.zongheng.com/book/435710.html,连载中,37808828,玄幻,124885,37808828,473220
枭臣,更俗,http://book.zongheng.com/book/44202.html,已完结,36685988,架空,167798,36685988,6590
星河大帝,梦入神机,http://book.zongheng.com/book/280744.html,已完结,39076302,玄幻,505384,39076302,13289
盖世帝尊,一叶青天,http://book.zongheng.com/book/431145.html,已完结,39087838,玄幻,76623,39087838,98890
平天策,无罪,http://book.zongheng.com/book/688697.html,连载中,41740562,修真,78506,41740562,427020
剑来,烽火戏诸侯,http://book.zongheng.com/book/672340.html,连载中,26693119,仙侠,83804,26693119,1336287
符皇,萧瑾瑜,http://book.zongheng.com/book/269733.html,已完结,7891727,玄幻,57759,7891727,15624
开个诊所来修仙,李闲鱼,http://book.zongheng.com/book/732001.html,连载中,7435725,都市,8807,7435725,3562473
医道生香,梁不凡,http://book.zongheng.com/book/367506.html,已完结,7463029,都市,28928,7463029,5725
道印,贪睡的龙,http://book.zongheng.com/book/171035.html,已完结,7481926,玄幻,44159,7481926,5010
大荒蛮神,更俗,http://book.zongheng.com/book/382670.html,已完结,7567263,玄幻,113503,7567263,3970
万空道仙,雪夜狂花,http://book.zongheng.com/book/708632.html,连载中,7971049,仙侠,4453,7971049,539359
噬魂逆天,无语抡笔,http://book.zongheng.com/book/36806.html,已完结,8205362,异世,16475,8205362,1527
天骄战纪,萧瑾瑜,http://book.zongheng.com/book/547156.html,连载中,8501453,玄幻,59564,8501453,27319
天神下凡,烽火戏诸侯,http://book.zongheng.com/book/43001.html,连载中,8687808,奇幻,56067,8687808,4525
仙武同修,月如火,http://book.zongheng.com/book/367201.html,已完结,8864665,玄幻,29450,8864665,9754
网游之枭傲天下,半步沧桑,http://book.zongheng.com/book/132888.html,已完结,8903513,游戏,50001,8903513,2394
唐冢,天高辰远,http://book.zongheng.com/book/333163.html,连载中,9343263,架空,16910,9343263,6042
无极剑神,火神,http://book.zongheng.com/book/376378.html,已完结,9484473,玄幻,32193,9484473,4714
女总裁的贴身保镖,我是三羊,http://book.zongheng.com/book/384410.html,连载中,9540299,都市,30431,9540299,36274
星际传奇,缘分0,http://book.zongheng.com/book/482604.html,已完结,9725284,科幻,30694,9725284,3414
医流狂兵,官场痞子,http://book.zongheng.com/book/645062.html,连载中,9888889,都市,20269,9888889,11412
戮仙,萧鼎,http://book.zongheng.com/book/362880.html,已完结,10139435,仙侠,53189,10139435,11853
国色生枭,沙漠,http://book.zongheng.com/book/156062.html,已完结,11033444,架空,53991,11033444,7158
儒武争锋,情殇孤月,http://book.zongheng.com/book/578824.html,连载中,11750101,玄幻,42078,11750101,4147
偷香高手,六如和尚,http://book.zongheng.com/book/352542.html,连载中,12350298,修真,47580,12350298,86599
�﻿我与世界只差一个你,张皓宸,http://dushu.qq.com/intro.html?bid=815481,连载中,140000,情感,620445,620445,13628
明朝那些事儿（全集）,当年明月,http://dushu.qq.com/intro.html?bid=822995,连载中,1480000,普及读物,625355,625355,74803
唐七畅销作品套装,唐七公子,http://dushu.qq.com/intro.html?bid=854064,连载中,1030000,情感,634799,634799,5083
青丘狐传说（全集）,多多改编,http://dushu.qq.com/intro.html?bid=807290,连载中,510000,影视,642150,642150,10214
有一种爱情叫学霸,阿Q,http://dushu.qq.com/intro.html?bid=534770,连载中,130000,校园,647121,647121,25168
乖，摸摸头,大冰,http://dushu.qq.com/intro.html?bid=446536,连载中,160000,现当代随笔,659669,659669,25081
十年一品温如言（全集）,书海沧生,http://dushu.qq.com/intro.html?bid=825576,连载中,500000,情感,684111,684111,119689
凉生，我们可不可以不忧伤,乐小米,http://dushu.qq.com/intro.html?bid=536041,连载中,670000,情感,685685,685685,25863
白发皇妃,莫言殇,http://dushu.qq.com/intro.html?bid=544444,连载中,550000,情感,688639,688639,47688
人性的弱点,(美)卡耐基,http://dushu.qq.com/intro.html?bid=814447,连载中,270000,激励,697723,697723,10711
豪门绝恋,古默,http://dushu.qq.com/intro.html?bid=542995,连载中,3750000,社会,701106,701106,27558
大汉情缘：云中歌,桐华,http://dushu.qq.com/intro.html?bid=438716,连载中,620000,情感,718376,718376,16025
