修罗武神,善良的蜜蜂,http://www.17k.com/book/493239.html,2269517,4552586033,21862828
万古仙穹,观棋,http://www.17k.com/book/1198584.html,578309,1162766910,2085224
斩龙,失落叶,http://www.17k.com/book/471287.html,3638129,1098548241,1412766
人皇纪,皇甫奇,http://www.17k.com/book/1859126.html,367095,1006543571,4100945
妖孽兵王,笔仙在梦游,http://www.17k.com/book/605997.html,845761,875936964,115181
杀手房东俏房客,老施,http://www.17k.com/book/104997.html,1000734,730370451,837478
龙血战神,风青阳,http://www.17k.com/book/391013.html,1043390,623958168,5874698
网游之天下无双,失落叶,http://www.17k.com/book/88532.html,3223678,535383720,1247417
武逆,只是小虾米,http://www.17k.com/book/192453.html,356043,507743423,3152224
傲世丹神,寂小贼,http://www.17k.com/book/327976.html,232198,499166043,1546413
超级兵王,步千帆,http://www.17k.com/book/108821.html,386585,489705351,4726166
我的美女老师,黑夜de白羊,http://www.17k.com/book/89359.html,846439,484885442,526148
传奇再现,伪戒,http://www.17k.com/book/1540808.html,251998,467921117,1561845
我们是兄弟,纯银耳坠,http://www.17k.com/book/446704.html,2063939,437545796,1507764
少年医仙,逐没,http://www.17k.com/book/458754.html,919624,408279399,337974
混沌剑神,心星逍遥,http://www.17k.com/book/83528.html,462937,406656280,4902894
暧昧高手,紫气东来,http://www.17k.com/book/80782.html,557486,347842153,375689
终极教官,梁七少,http://www.17k.com/book/1086778.html,106310,317941098,4637984
武道至尊,暗夜幽殇,http://www.17k.com/book/153917.html,197644,300884268,4309236
女神的近身护卫,肥茄子,http://www.17k.com/book/1254615.html,126757,294192691,1846173
