userName,roomName,category,fans,roomUrl
星光-薇薇,2089002031yy的1号直播间,酷玩,416,http://www.huya.com/2089002031
我的小寡妇,寡妇制造中心。,英雄联盟,24,http://www.huya.com/2084588207
black,┆    black   ::: 守望先锋,守望先锋,54,http://www.huya.com/2013480763
MC,┊◐ 呱  太 ◐  武器盲僧上野教学           ┊,英雄联盟,36,http://www.huya.com/323088674
木木娱乐玩家,轩啊~,绝地求生,90,http://www.huya.com/1842742517
帅帅,⊱«  «  帅  帅  »  不抛弃不放弃,绝地求生,41,http://www.huya.com/1442866339
戴媚,┊【联盟美女】苏帮主 ¨暴力上单刀妹┊,英雄联盟,249,http://www.huya.com/guojingyi
虎牙Tv、浪子,虎牙、浪子的直播间,王者荣耀,34919,http://www.huya.com/1889168331
China丶二九,┆« 二  九 »  携手共进，伏地求生！           ┆,绝地求生,9,http://www.huya.com/377216686
坑神小鹏,┊  　小  鹏  ‥   向我开炮                    ┊,主机游戏,2358,http://www.huya.com/1195422785
小左,║3013 — 主机游戏 —荒野大瓢客— 小 左 ║5657,猎人：野性的呼唤,154,http://www.huya.com/2086315721
RF-橘喵喵,│  RF-橘喵喵千元榜以上冠名直播间,英雄联盟,33,http://www.huya.com/2084099236
Ty丶慕沐,Ty丶慕沐的直播间,颜值,7,http://www.huya.com/2102837688
棒棒哒二胖,【 XX 冠名】二  胖：星秀主播,二次元,30,http://www.huya.com/969672163
我要炸学校,newqq_93cmikurg的直播间,迷你世界,3,http://www.huya.com/2176963596
知己,阿信,王者荣耀,66,http://www.huya.com/597634481
上官凌云,上官凌云的直播间,王者荣耀,2326,http://www.huya.com/1735137428
Fizz伦哥儿,┊ ❤ 伦哥儿  ˋの′皮皮鱼横闯国服      ❤  ┊,英雄联盟,34,http://www.huya.com/42636102
丿千骨灬永追,虎牙直播,王者荣耀,16218,http://www.huya.com/yzwife
10001、小贾,┃«军 哥»   问道新区队伍直播   ┃,问道,186,http://www.huya.com/861623117
东京金木,虎牙直播,王者荣耀,32,http://www.huya.com/2055181327
抠脚欧巴,溺爱,七日杀,300,http://www.huya.com/hanxiaoyi97
90009工厂丶阳哥,┆« 阳  弟 »  万年上单，带躺赢！      ┆,其他直播,4,http://www.huya.com/468724518
小白菜♛,虎牙直播,户外,230,http://www.huya.com/2022170532
亚斯伯格症患者,四只皮箱子,绝地求生,78,http://www.huya.com/1712166758
98K,丨ะ　G° 98  K:   绝地求生 ◎吃鸡一起开黑　 　        ะ丨,绝地求生,19,http://www.huya.com/98kkkkk
林氏,丨ะ　G° 林  氏:  绝地求生 ◎绝地枪王带你躺！         ะ丨,英雄联盟,23434,http://www.huya.com/linss
请叫我4127136,【WE官方】开黑娱乐去168，看秀场帅哥美女去9001,其他手游,9,http://www.huya.com/138643710
百变声优云小非,┠[ 云  非 ]百变声优的听觉盛宴20:00-24:00┨,绝地求生,67196,http://www.huya.com/2005445507
搞笑胖子,扯淡直播,绝地求生,140,http://www.huya.com/gaisidepangzi
霸道, ┃ G°« 霸  道 »  ✤  上海一区    ┃,穿越火线,1289,http://www.huya.com/1449466919
球球大作战,1850859931,我的世界,1945,http://www.huya.com/52wangyue1314
一场游戏一场梦,║ G°« 阳光 »    ❤° 地下城主播             ║,地下城与勇士,51,http://www.huya.com/1607067584
黙惜,虎牙直播,丛林法则,24,http://www.huya.com/1928351958
eStarSaLa,eStar┋ sala ：中国服排名前三，第一炸弹人┅,绝地求生,1305,http://www.huya.com/405148753
小白,小白王者木兰,王者荣耀,1091,http://www.huya.com/73942560
小乐游戏直播,自主娱乐&娱乐为主,越野飞驰,10981,http://www.huya.com/372328046
梦晨,┆ 「  梦神劫    」虎牙儿童劫鼻祖,英雄联盟,9009,http://www.huya.com/1602189580
大白菜,┆「 大白菜 」 怪物猎人我最菜        ┆1,怪物猎人Online,357,http://www.huya.com/270243036
小杨,*浪族乀*,迷你世界,86,http://www.huya.com/1930603557
大兔子,虎牙直播,王者荣耀,451,http://www.huya.com/2073416240
900118-玖伍 （莫家军）,┆: « 玖  伍 » 新主播  求关注 ┆【起凡6341:团结才不会流浪】,起凡：群雄逐鹿,372,http://www.huya.com/1469630287
虎牙、龍,qq_wk2cqvujlsue的1号直播间,决斗之城,2157,http://www.huya.com/2096967034
风流帅气懒扬扬,┆懒扬扬  [ 华中一┆❤ ,龙之谷,304,http://www.huya.com/294567166
最强牌手,┊    赛事« 最强牌手 » 德州扑克         ┊,德州扑克,654,http://www.huya.com/1714140964
虎牙丶泡菜,┇  G 、 «  泡 菜 » ┊   LOL  ┊ 招聘+好友   ┇,英雄联盟,38,http://www.huya.com/1930919963
福建一区单手刷图之王,┃┆ 星  魂：  目标练20个阿修罗来搬砖黄金洞┆┃,地下城与勇士,82,http://www.huya.com/1836987049
小欢欢,┇【主机游戏】欢欢：最精彩的游戏直播       ┇,绝地求生,64,http://www.huya.com/1795030769
单机游戏,虾米丶的直播间,生化危机,377,http://www.huya.com/252198239
我的李青会飘絮,我的李青会飘絮丶,英雄联盟,11169,http://www.huya.com/qq1044710668
阿庆仔哈,qq_uz049tnjluao的直播间,王者荣耀,27,http://www.huya.com/1994835440
杂鱼甲,游戏直播间,冒险岛2,1358,http://www.huya.com/1918924964
花匠,虎牙直播,放逐游戏,258,http://www.huya.com/huajiang
孤独终老,丨「　情　兽　」 绝地求生 ◇新主播，求订阅　　　 〇,绝地求生,22,http://www.huya.com/821841585
BeatIt小飞,1893104086yy的直播间,绝地求生,31,http://www.huya.com/1893104086
先锋、晓龙,┊【星秀主播】MC-晓龙 ¨喊麦我们是认真的,星秀,202,http://www.huya.com/2076055107
爱拍-晓天丶,  晓天哥哥 ¨  盒子精,绝地求生,58,http://www.huya.com/xiaotianlol
坏坏,║3749 — 地 下 城 — 坏  坏 — 坏  坏  ║10428,地下城与勇士,179,http://www.huya.com/1295163725
青梅煮酒,┃: G° 「等待冠名」 青梅煮酒： 主机 ,主机游戏,246,http://www.huya.com/1160534243
路人局大友,2.9.【千元冠名】齊名  各种游戏带你飞哦            ┊,英雄联盟,129,http://www.huya.com/1141365976
疯子945,┊ «疯  子» :代刷深渊             ┊,地下城与勇士,2,http://www.huya.com/382318514
幕枫,王者农药排位日常,王者荣耀,4,http://www.huya.com/1784258853
麦叔,├ »    ＸＸ冠名    主机- 麦叔         « ┤,经典怀旧,3395,http://www.huya.com/nineseven97
照日天,┃   照日天 ： 上单剑姬                  ,迷你世界,593,http://www.huya.com/lolzhaoritian
狗英,2065901383yy的1号直播间,球球大作战,84,http://www.huya.com/2065901383
虎牙TV丶白狐,1579775702yy的1号直播间,王者荣耀,119,http://www.huya.com/1579775702
雨雾-白骨,    ┊   白  骨 ➩  国服第一搞事王    ┊,王者荣耀,122,http://www.huya.com/191991
野马-高智商,│ « 野  马 »     热门单机     招冠名：周榜第一     │,邪灵入侵,102726,http://www.huya.com/kengb
湘西农家土蜂蜜,要蜂蜜请加主播微信17788924294的直播间,大杂烩,155,http://www.huya.com/1945180504
木头,║3749 — 主机游戏 — 木  头 — 木  头  ║1,主机游戏,10783,http://www.huya.com/woshidamutou
蘭孓丶,尛蘭姐姐的直播间,迷你世界,812,http://www.huya.com/13580425
醉殇,2093800219yy的1号直播间,CF手游,83,http://www.huya.com/2093800219
虎牙阿智德莱文,│    德来文  ‥   英雄联盟直播            │,英雄联盟,38,http://www.huya.com/1787085958
麟龙,  .武  神 牛魔导师  .枪神纪,绝地求生,150,http://www.huya.com/1415372191
Small木木,Small木木的直播间,地下城与勇士,64,http://www.huya.com/hening
超级狡猾小天,★↘小   天↙:主机游戏  ❤冠名❤,主机游戏,2261,http://www.huya.com/v5xiaotian
永不凋谢的小乔哥,虎牙直播,欢乐球吃球,29,http://www.huya.com/1139028660
AA--wxy,虎牙直播,颜值,3,http://www.huya.com/2100887669
群星之光,┊ «  小  劫  »  国服第一忍者影皇   ┊,英雄联盟,37,http://www.huya.com/143999969
爱拍－销魂,┆ ‹ 神奇98K›  ：　　　　　　　　      ,绝地求生,1160,http://www.huya.com/1886973818
虎牙丶帅狗子,虎牙丶帅狗子,绝地求生,154,http://www.huya.com/42682055
